trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
599,False,"{'a': 0.18, 'e': 0.09144660764700575}",25,8,26.491655944817833,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.18, 'e': 0.09108155181482308}",25,18,5.741062179127858,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.18, 'e': 0.09071795328941251}",25,13,12.950700925175157,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.18, 'e': 0.0903558062531899}",20,12,14.406417650024382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.18, 'e': 0.08999510491179491}",20,0,25.73603075340209,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
604,False,"{'a': 0.18, 'e': 0.08963584349399842}",30,18,23.584313822883747,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.18, 'e': 0.08927801625161007}",35,22,24.894072070644157,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.18, 'e': 0.08892161745938634}",20,8,24.456553619729092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.18, 'e': 0.08856664141493896}",20,14,-11.043262898483334,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
608,False,"{'a': 0.18, 'e': 0.08821308243864363}",20,8,18.785492531545465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.18, 'e': 0.0878609348735492}",20,8,16.85590189355987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.18, 'e': 0.08751019308528712}",25,15,-23.590523753831892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
611,False,"{'a': 0.18, 'e': 0.0871608514619813}",30,22,16.02222513545688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.18, 'e': 0.08681290441415829}",20,4,-11.774368662790131,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
613,False,"{'a': 0.18, 'e': 0.08646634637465792}",25,18,11.669039054497517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.18, 'e': 0.08612117179854416}",25,20,12.047856124429602,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.18, 'e': 0.08577737516301644}",20,8,10.716819439397893,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
616,False,"{'a': 0.18, 'e': 0.08543495096732123}",30,10,-5.947353816560262,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
617,False,"{'a': 0.18, 'e': 0.08509389373266411}",20,10,19.183215995679255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.18, 'e': 0.08475419800212207}",20,12,-24.68782441266282,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
619,False,"{'a': 0.18, 'e': 0.08441585834055614}",30,13,26.61636374610539,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.18, 'e': 0.08407886933452453}",25,14,9.88614013669314,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.18, 'e': 0.08374322559219596}",30,21,18.64858635296839,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.18, 'e': 0.08340892174326339}",20,7,28.749146614094713,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
